text,text_bert,text_clasico,sentiment,language,source,n_palabras
$GBT: Cantor Fitzgerald resumes at Overweight,GBT_TICKER Cantor Fitzgerald resumes at Overweight,gbt_ticker cantor fitzgerald resumes overweight,positive,en,Twitter Financial News,6
$GM - Morgan Stanley sees GM doubling in bull case scenario https://t.co/uNK2xzGQuq,GM_TICKER - Morgan Stanley sees GM doubling in bull case scenario,gm_ticker morgan stanley sees doubling bull case scenario,positive,en,Twitter Financial News,12
$GOOS: Barclays starts at Overweight,GOOS_TICKER Barclays starts at Overweight,goos_ticker barclays starts overweight,positive,en,Twitter Financial News,5
$HAS - Hasbro gains after UBS upgrade https://t.co/taTMaip1uM,HAS_TICKER - Hasbro gains after UBS upgrade,has_ticker hasbro gains ubs upgrade,positive,en,Twitter Financial News,8
"$JD - New https://t.co/BDnqOJSFq5 bull praises acceleration, margin profile https://t.co/Swtzl0mjnF","JD_TICKER - New bull praises acceleration, margin profile","jd_ticker new bull praises acceleration, margin profile",positive,en,Twitter Financial News,10
$JD: Barclays ups to Overweight,JD_TICKER Barclays ups to Overweight,jd_ticker barclays ups overweight,positive,en,Twitter Financial News,5
$KHC - JPMorgan constructive on Kraft Heinz https://t.co/Sp4I2ehAVw,KHC_TICKER - JPMorgan constructive on Kraft Heinz,khc_ticker jpmorgan constructive kraft heinz,positive,en,Twitter Financial News,8
$KIM: Compass Point ups to Neutral,KIM_TICKER Compass Point ups to Neutral,kim_ticker compass point ups neutral,positive,en,Twitter Financial News,6
$LOW - Lowe's racks up another positive rating despite recession risk https://t.co/ekx4f6aqIK,LOW_TICKER - Lowe s racks up another positive rating despite recession risk,low_ticker lowe racks another positive rating despite recession risk,positive,en,Twitter Financial News,12
$LRCX - Lam target boosted on 'compelling' setup https://t.co/TBgKmZH6pM,LRCX_TICKER - Lam target boosted on compelling setup,lrcx_ticker lam target boosted compelling setup,positive,en,Twitter Financial News,9
$LULU: Barclays starts at Overweight https://t.co/MCyfTsXc2N,LULU_TICKER Barclays starts at Overweight,lulu_ticker barclays starts overweight,positive,en,Twitter Financial News,6
"$MU $WDC - Bull sees 2020 upsides for MU, WDC https://t.co/65zGfs82xI","MU_TICKER WDC_TICKER - Bull sees 2020 upsides for MU, WDC","mu_ticker wdc_ticker bull sees upsides mu, wdc",positive,en,Twitter Financial News,11
$NBY Rated buy https://t.co/xWbLXU1yOY,NBY_TICKER Rated buy,nby_ticker rated buy,positive,en,Twitter Financial News,4
$NFLX - SunTrust expecting Netflix to post strong user growth https://t.co/6z62FXsUom,NFLX_TICKER - SunTrust expecting Netflix to post strong user growth,nflx_ticker suntrust expecting netflix post strong user growth,positive,en,Twitter Financial News,11
$NVDA - Nvidia set for gaming tailwinds - BofA https://t.co/l3m78pJzrW,NVDA_TICKER - Nvidia set for gaming tailwinds - BofA,nvda_ticker nvidia set gaming tailwinds bofa,positive,en,Twitter Financial News,10
$OCN - BTIG sees 'material improvement' to Ocwen book value https://t.co/8MMo05uiM6,OCN_TICKER - BTIG sees material improvement to Ocwen book value,ocn_ticker btig sees material improvement ocwen book value,positive,en,Twitter Financial News,11
$OYST: Cowen starts at Outperform,OYST_TICKER Cowen starts at Outperform,oyst_ticker cowen starts outperform,positive,en,Twitter Financial News,5
$RAPT: BMO Capital Markets starts at Outperform,RAPT_TICKER BMO Capital Markets starts at Outperform,rapt_ticker bmo capital markets starts outperform,positive,en,Twitter Financial News,7
$RNG - Evercore starts RingCentral at Outperform https://t.co/rfNcO3sw2k,RNG_TICKER - Evercore starts RingCentral at Outperform,rng_ticker evercore starts ringcentral outperform,positive,en,Twitter Financial News,8
$SBAC $SBAC $AMT - MoffettNathanson boosts SBAC to Buy https://t.co/8k4l0c5x89,SBAC_TICKER SBAC_TICKER AMT_TICKER - MoffettNathanson boosts SBAC to Buy,sbac_ticker sbac_ticker amt_ticker moffettnathanson boosts sbac buy,positive,en,Twitter Financial News,10
$SNAP - Loop turns bullish on Snap ad growth https://t.co/TekdZS48et,SNAP_TICKER - Loop turns bullish on Snap ad growth,snap_ticker loop turns bullish snap growth,positive,en,Twitter Financial News,10
$STXS: Lake Street starts at Buy,STXS_TICKER Lake Street starts at Buy,stxs_ticker lake street starts buy,positive,en,Twitter Financial News,6
$TENB - Cowen sees upside in TENB's Indegy purchase https://t.co/Ve7bTreR7Y,TENB_TICKER - Cowen sees upside in TENB s Indegy purchase,tenb_ticker cowen sees upside tenb indegy purchase,positive,en,Twitter Financial News,10
"$UBER $LYFT - Uber, Lyft can raise prices to profit - Barclays https://t.co/1xx084l36h","UBER_TICKER LYFT_TICKER - Uber, Lyft can raise prices to profit - Barclays","uber_ticker lyft_ticker uber, lyft raise prices profit barclays",positive,en,Twitter Financial News,13
$WABC: Maxim Group ups to Buy,WABC_TICKER Maxim Group ups to Buy,wabc_ticker maxim group ups buy,positive,en,Twitter Financial News,6
$WRI: Compass Point ups to Buy,WRI_TICKER Compass Point ups to Buy,wri_ticker compass point ups buy,positive,en,Twitter Financial News,6
$ZS - New Zscaler bull sees 'sustainable' growth; shares +4% https://t.co/4fx811IVG5,ZS_TICKER - New Zscaler bull sees sustainable growth shares +4%,zs_ticker new zscaler bull sees sustainable growth shares +4%,positive,en,Twitter Financial News,11
"Activision, Take-Two charts look 'constructive' as Wells Fargo gets bullish on video game plays: Trader $ATVI $TTWO… https://t.co/1s0WRleA2n","Activision, Take-Two charts look constructive as Wells Fargo gets bullish on video game plays Trader ATVI_TICKER TTWO_TICKER","activision, take-two charts look constructive wells fargo gets bullish video game plays trader atvi_ticker ttwo_ticker",positive,en,Twitter Financial News,18
Adobe stock price target raised to $315 vs. $290 at Wedbush,Adobe stock price target raised to $315 vs. $290 at Wedbush,adobe price target raised $315 vs. $290 wedbush,positive,en,Twitter Financial News,11
Adobe stock price target raised to $318 vs. $310 at Instinet,Adobe stock price target raised to $318 vs. $310 at Instinet,adobe price target raised $318 vs. $310 instinet,positive,en,Twitter Financial News,11
Aegis Capital positive on Netflix usage trend,Aegis Capital positive on Netflix usage trend,aegis capital positive netflix usage trend,positive,en,Twitter Financial News,7
"After a 60% drop in 6 months, Bank of America says buy pot stock Canopy","After a 60% drop in 6 months, Bank of America says buy pot stock Canopy","60% drop months, bank america says buy pot canopy",positive,en,Twitter Financial News,15
Akero Therapeutics started at buy with $36 stock price target at Canaccord Genuity,Akero Therapeutics started at buy with $36 stock price target at Canaccord Genuity,akero therapeutics started buy $36 price target canaccord genuity,positive,en,Twitter Financial News,13
Align Technology stock price target raised to $305 from $290 at Stifel Nicolaus,Align Technology stock price target raised to $305 from $290 at Stifel Nicolaus,align technology price target raised $305 $290 stifel nicolaus,positive,en,Twitter Financial News,13
Allergan upgraded to buy from neutral at UBS,Allergan upgraded to buy from neutral at UBS,allergan upgraded buy neutral ubs,positive,en,Twitter Financial News,8
Altria stock price target raised to $54 from $50 at Stifel Nicolaus,Altria stock price target raised to $54 from $50 at Stifel Nicolaus,altria price target raised $54 $50 stifel nicolaus,positive,en,Twitter Financial News,12
Amneal Pharma price target raised to $6 vs. $4 at SunTrust Robinson Humphrey,Amneal Pharma price target raised to $6 vs. $4 at SunTrust Robinson Humphrey,amneal pharma price target raised vs. suntrust robinson humphrey,positive,en,Twitter Financial News,13
"An analyst at Loop Capital upgrades $LYFT  to buy from hold, citing higher revenue growth potential.  https://t.co/2blCalNe9P","An analyst at Loop Capital upgrades LYFT_TICKER to buy from hold, citing higher revenue growth potential.","analyst loop capital upgrades lyft_ticker buy hold, citing higher revenue growth potential.",positive,en,Twitter Financial News,17
Analyst: AT&T Is The Top Telecom Pick For 2020,Analyst AT T Is The Top Telecom Pick For 2020,analyst top telecom pick,positive,en,Twitter Financial News,9
Analysts Mostly Bullish On Newly Public Insurance Firm BRP Group,Analysts Mostly Bullish On Newly Public Insurance Firm BRP Group,analysts mostly bullish newly public insurance firm brp group,positive,en,Twitter Financial News,10
Analysts See 18% Gains Ahead For The Holdings Of The First Trust Dow Jones Internet Index Fund ETF,Analysts See 18% Gains Ahead For The Holdings Of The First Trust Dow Jones Internet Index Fund ETF,analysts see 18% gains ahead holdings first trust dow jones internet index fund etf,positive,en,Twitter Financial News,18
Ansys stock price target raised to $265 from $235 at Benchmark,Ansys stock price target raised to $265 from $235 at Benchmark,ansys price target raised $265 $235 benchmark,positive,en,Twitter Financial News,11
Anthem stock price target raised to $330 from $300 at SunTrust RH,Anthem stock price target raised to $330 from $300 at SunTrust RH,anthem price target raised $330 $300 suntrust,positive,en,Twitter Financial News,12
Applied Industrial Technologies stock price target raised to $70 from $65 at KeyBanc Capital,Applied Industrial Technologies stock price target raised to $70 from $65 at KeyBanc Capital,applied industrial technologies price target raised $70 $65 keybanc capital,positive,en,Twitter Financial News,14
arGen-X stock price target raised to $255 vs. $203 at Instinet,arGen-X stock price target raised to $255 vs. $203 at Instinet,argen-x price target raised $255 vs. $203 instinet,positive,en,Twitter Financial News,11
Armata Pharmaceuticals started at buy with $8 stock price target at Maxim Group,Armata Pharmaceuticals started at buy with $8 stock price target at Maxim Group,armata pharmaceuticals started buy price target maxim group,positive,en,Twitter Financial News,13
Arrow Electronics stock price target raised to $87 vs. $84 at SunTrust Robinson Humphrey,Arrow Electronics stock price target raised to $87 vs. $84 at SunTrust Robinson Humphrey,arrow electronics price target raised $87 vs. $84 suntrust robinson humphrey,positive,en,Twitter Financial News,14
"Asset Management One Co. has a bullish call on Treasuries. One for the long, long run https://t.co/8go8ZhMvdc","Asset Management One Co. has a bullish call on Treasuries. One for the long, long run","asset management one co. bullish call treasuries. one long, long run",positive,en,Twitter Financial News,17
Audentes Therapeutics stock price target raised to $40 from $34 at Evercore ISI,Audentes Therapeutics stock price target raised to $40 from $34 at Evercore ISI,audentes therapeutics price target raised $40 $34 evercore isi,positive,en,Twitter Financial News,13
Audentes Therapeutics upgraded to outperform from in line at Evercore ISI,Audentes Therapeutics upgraded to outperform from in line at Evercore ISI,audentes therapeutics upgraded outperform line evercore isi,positive,en,Twitter Financial News,11
Axcelis Technologies stock price target raised to $32 from $24 at Benchmark,Axcelis Technologies stock price target raised to $32 from $24 at Benchmark,axcelis technologies price target raised $32 $24 benchmark,positive,en,Twitter Financial News,12
Baird bullish on beat-up Canada Goose,Baird bullish on beat-up Canada Goose,baird bullish beat-up canada goose,positive,en,Twitter Financial News,6
Baird likes drug wholesalers in premarket analyst action,Baird likes drug wholesalers in premarket analyst action,baird likes drug wholesalers premarket analyst action,positive,en,Twitter Financial News,8
Baird returns to Wingstop bull camp,Baird returns to Wingstop bull camp,baird returns wingstop bull camp,positive,en,Twitter Financial News,6
Baker Hughes started at buy with $32 stock price target at Deutsche Bank,Baker Hughes started at buy with $32 stock price target at Deutsche Bank,baker hughes started buy $32 price target deutsche bank,positive,en,Twitter Financial News,13
Bank of America stock price target raised to $49 from $48 at Oppenheimer,Bank of America stock price target raised to $49 from $48 at Oppenheimer,bank america price target raised $49 $48 oppenheimer,positive,en,Twitter Financial News,13
Barclays analysts says Uber and Lyft are well-positioned to achieve profitability https://t.co/emLga0CBm1,Barclays analysts says Uber and Lyft are well-positioned to achieve profitability,barclays analysts says uber lyft well-positioned achieve profitability,positive,en,Twitter Financial News,12
"Bausch Health upgraded to overweight from neutral at JPMorgan, price target raised to $38 from $32","Bausch Health upgraded to overweight from neutral at JPMorgan, price target raised to $38 from $32","bausch health upgraded overweight neutral jpmorgan, price target raised $38 $32",positive,en,Twitter Financial News,16
Bed Bath & Beyond reiterated as buy at BofA Merrill Lynch,Bed Bath Beyond reiterated as buy at BofA Merrill Lynch,bed bath beyond reiterated buy bofa merrill lynch,positive,en,Twitter Financial News,11
Belden stock price target raised to $56 vs. $54 at SunTrust Robinson Humphrey,Belden stock price target raised to $56 vs. $54 at SunTrust Robinson Humphrey,belden price target raised $56 vs. $54 suntrust robinson humphrey,positive,en,Twitter Financial News,13
Benchmark says this roof supplier is a Buy,Benchmark says this roof supplier is a Buy,benchmark says roof supplier buy,positive,en,Twitter Financial News,8
Bernstein turns bullish on VMware's valuation,Bernstein turns bullish on VMware s valuation,bernstein turns bullish vmware valuation,positive,en,Twitter Financial News,6
